"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"K11144","Group","MCI",0.417961306415094,0.695878136740467,0.55483634174689,"GroupMCI",0.672860532109985,25,25
"K07681","Group","MCI",-0.245684770102284,0.409819292337531,0.555573913642767,"GroupMCI",0.673678631697401,25,10
"K11617","Group","MCI",-0.245684770102284,0.409819292337531,0.555573913642767,"GroupMCI",0.673678631697401,25,10
"K11641","Group","AD",0.2,0.333783636989714,0.555773161015553,"GroupAD",0.673882044264352,25,11
"K00027","Group","SCD",-0.0820274464762298,0.136954322891033,0.555936840433981,"GroupSCD",0.674042309623475,25,25
"K10820","Group","SCS",0.105534385414598,0.17628795457114,0.556128054801346,"GroupSCS",0.674235939513236,25,25
"K18890","Group","AD",0.517809033502064,0.866428554361371,0.556789754154608,"GroupAD",0.674999919536064,25,25
"K19068","Group","MCI",0.175704736075108,0.294166800159932,0.557012168840648,"GroupMCI",0.675231295439915,25,25
"K00372","Group","AD",0.321020866353861,0.53833370894809,0.557649225440651,"GroupAD",0.675965261318236,25,25
"K01419","Group","MCI",-0.340171614445488,0.572887428335335,0.559313063979539,"GroupMCI",0.677905303172617,25,19
"K15509","Group","AD",-0.159249162367262,0.268174777625571,0.559285758977006,"GroupAD",0.677905303172617,25,25
"K13409","Group","SCD",-0.530889881295668,0.894584120227618,0.559533189524937,"GroupSCD",0.678133687723776,25,18
"K03652","Group","AD",-0.445397616235018,0.753035624446409,0.560832421275282,"GroupAD",0.679669809436756,25,23
"K07067","Group","SCS",-0.519802552219204,0.880234479969083,0.56145140900422,"GroupSCS",0.680381419747071,25,21
"K06153","Group","SCD",-0.0543195558608676,0.0921661390577284,0.562215149700943,"GroupSCD",0.681268354930134,25,25
"K11216","Group","SCS",0.219130407968171,0.372439369385124,0.562873215260064,"GroupSCS",0.682027144280458,25,25
"K07104","Group","SCS",-0.343315764006738,0.583701038541042,0.563001386572403,"GroupSCS",0.682143817152905,25,20
"K22299","Group","SCS",0.237470094710741,0.40389232687113,0.563143940862049,"GroupSCS",0.68227790253026,25,15
"K09902","Group","AD",-0.2,0.340295970235753,0.563295527973582,"GroupAD",0.682422915832782,25,12
"K01406","Group","SCD",-0.337582959614637,0.574644618262702,0.563466567002579,"GroupSCD",0.682591477046041,25,25
"K02492","Group","SCD",0.117582193960336,0.200255633295731,0.563666349662012,"GroupSCD",0.682773823433813,25,25
"K02956","Group","SCS",0.0472468579585822,0.0804697166592771,0.563680913120904,"GroupSCS",0.682773823433813,25,25
"K14587","Group","MCI",0.220011694336899,0.375348513790401,0.56432994619836,"GroupMCI",0.683521286660634,25,11
"K15739","Group","AD",0.216375936262516,0.369455447300844,0.56465373841392,"GroupAD",0.683874753034316,25,25
"K07321","Group","AD",0.30828754782182,0.526579972486134,0.564791709254704,"GroupAD",0.684003136424613,25,25
"K05521","Group","SCS",-0.274222435715296,0.46855944902803,0.564927979801222,"GroupSCS",0.684129446220678,25,25
"K19234","Group","SCS",-0.249148583202447,0.42643252612323,0.565576361952247,"GroupSCS",0.684837116034537,25,24
"K19236","Group","SCS",-0.249148583202447,0.42643252612323,0.565576361952247,"GroupSCS",0.684837116034537,25,24
"K13540","Group","SCS",0.358945327792432,0.61461718019897,0.565740071749429,"GroupSCS",0.684996580564245,25,20
"K16784","Group","SCD",0.348607843875456,0.597323771710909,0.566002861855581,"GroupSCD",0.685275986434021,25,25
